protocol_id,model_name,step,start_s,end_s,action,action_family,expected_motion,observed_motion,action_motion_match,mad_2s,motion_threshold,ref_mad_before,ref_mad_after,best_shift_x,best_shift_y,best_shift_mse,target_visible_after_label,distance_after_label,yaw_after_label,lateral_after_label,video_hash,video_path
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,20,40.0,42.0,HOLD,hold,False,False,True,1.091,16.333,47.825,48.114,0,0,2.047,False,1.68,45.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,21,42.0,44.0,HOLD,hold,False,False,True,1.072,16.333,48.114,48.322,0,0,1.946,False,1.68,45.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,22,44.0,46.0,HOLD,hold,False,False,True,1.205,16.333,48.322,48.776,0,0,2.41,False,1.68,45.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,23,46.0,48.0,HOLD,hold,False,True,False,33.686,16.333,48.776,42.663,-10,-2,1409.01,False,1.68,45.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,24,48.0,50.0,YAW_L,yaw,True,True,True,29.245,16.333,42.663,38.246,-10,-10,1279.956,True,1.68,0.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,25,50.0,52.0,FWD,translate,True,True,True,22.432,16.333,38.246,37.057,-8,-2,890.468,True,1.26,0.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,26,52.0,54.0,FWD,translate,True,True,True,38.396,16.333,37.057,50.403,-10,10,2102.546,True,0.84,0.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,27,54.0,56.0,FWD,translate,True,True,True,51.936,16.333,50.403,22.455,2,8,3422.018,True,0.42,0.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,28,56.0,58.0,FWD,translate,True,True,True,49.897,16.333,22.455,52.362,10,10,3914.573,True,0.0,0.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,29,58.0,60.0,YAW_R,yaw,True,True,True,31.787,16.333,52.362,49.68,8,0,1330.98,False,0.0,45.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,30,60.0,62.0,YAW_L,yaw,True,True,True,45.326,16.333,49.68,44.672,-10,-8,2856.029,True,0.0,0.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,31,62.0,64.0,HOLD,hold,False,False,True,1.201,16.333,44.672,44.686,0,0,2.973,True,0.0,0.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,32,64.0,66.0,HOLD,hold,False,False,True,0.964,16.333,44.686,44.555,0,0,1.816,True,0.0,0.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,33,66.0,68.0,HOLD,hold,False,False,True,0.904,16.333,44.555,44.413,0,0,1.677,True,0.0,0.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_game3,34,68.0,70.0,HOLD,hold,False,False,True,1.087,16.333,44.413,44.06,0,0,2.277,True,0.0,0.0,0.0,7ff9f19b105e97b69c959eab91e2a652,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_game3/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,0,0.0,2.0,HOLD,hold,False,False,True,36.974,50.747,0.0,36.974,10,2,2160.321,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,1,2.0,4.0,HOLD,hold,False,False,True,44.255,50.747,36.974,50.335,2,10,3305.896,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,2,4.0,6.0,HOLD,hold,False,False,True,34.996,50.747,50.335,33.14,0,-10,2398.506,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,3,6.0,8.0,YAW_R,yaw,True,False,False,30.333,50.747,33.14,43.841,6,10,865.204,False,0.0,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,4,8.0,10.0,HOLD,hold,False,False,True,29.086,50.747,43.841,47.556,-8,0,1384.798,False,0.0,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,5,10.0,12.0,HOLD,hold,False,False,True,34.499,50.747,47.556,51.984,6,0,1986.526,False,0.0,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,6,12.0,14.0,HOLD,hold,False,False,True,21.468,50.747,51.984,55.82,2,0,1274.251,False,0.0,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,7,14.0,16.0,YAW_L,yaw,True,False,False,33.16,50.747,55.82,55.478,-6,0,1621.607,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,8,16.0,18.0,HOLD,hold,False,True,False,56.862,50.747,55.478,58.11,6,-2,4793.233,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,9,18.0,20.0,HOLD,hold,False,True,False,56.74,50.747,58.11,53.751,10,4,4575.312,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,10,20.0,22.0,BACK,translate,True,False,False,36.892,50.747,53.751,51.635,-8,-2,1637.823,True,0.42,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,11,22.0,24.0,BACK,translate,True,True,True,51.143,50.747,51.635,56.313,10,-2,3321.266,True,0.84,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,12,24.0,26.0,BACK,translate,True,False,False,14.383,50.747,56.313,54.395,0,0,525.417,True,1.26,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,13,26.0,28.0,BACK,translate,True,False,False,27.586,50.747,54.395,55.632,6,0,1159.595,True,1.68,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,14,28.0,30.0,YAW_R,yaw,True,False,False,23.243,50.747,55.632,56.26,0,0,1214.516,False,1.68,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,15,30.0,32.0,HOLD,hold,False,False,True,44.54,50.747,56.26,63.153,10,0,2368.676,False,1.68,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,16,32.0,34.0,HOLD,hold,False,False,True,39.884,50.747,63.153,66.487,10,-2,1829.329,False,1.68,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,17,34.0,36.0,HOLD,hold,False,True,False,61.527,50.747,66.487,54.23,-10,-10,4342.168,False,1.68,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,18,36.0,38.0,HOLD,hold,False,True,False,59.381,50.747,54.23,50.246,-6,8,3734.972,False,1.68,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,19,38.0,40.0,HOLD,hold,False,True,False,55.382,50.747,50.246,60.672,2,0,4754.723,False,1.68,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,20,40.0,42.0,HOLD,hold,False,True,False,50.747,50.747,60.672,60.995,-10,2,4184.345,False,1.68,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,21,42.0,44.0,HOLD,hold,False,True,False,56.465,50.747,60.995,60.952,10,10,4434.532,False,1.68,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,22,44.0,46.0,HOLD,hold,False,False,True,44.134,50.747,60.952,61.849,-10,10,4162.868,False,1.68,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,23,46.0,48.0,HOLD,hold,False,False,True,8.431,50.747,61.849,62.04,0,0,116.967,False,1.68,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,24,48.0,50.0,YAW_L,yaw,True,False,False,10.272,50.747,62.04,60.012,0,0,158.719,True,1.68,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,25,50.0,52.0,FWD,translate,True,False,False,30.462,50.747,60.012,53.908,10,6,1570.45,True,1.26,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,26,52.0,54.0,FWD,translate,True,False,False,7.816,50.747,53.908,54.874,2,0,174.115,True,0.84,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,27,54.0,56.0,FWD,translate,True,False,False,50.47,50.747,54.874,45.685,8,0,4389.231,True,0.42,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,28,56.0,58.0,FWD,translate,True,False,False,36.153,50.747,45.685,40.098,10,0,1780.64,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,29,58.0,60.0,YAW_R,yaw,True,False,False,34.125,50.747,40.098,49.359,-10,0,1583.122,False,0.0,45.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,30,60.0,62.0,YAW_L,yaw,True,False,False,37.026,50.747,49.359,41.332,10,0,2066.511,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,31,62.0,64.0,HOLD,hold,False,False,True,29.553,50.747,41.332,41.665,8,0,1473.476,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,32,64.0,66.0,HOLD,hold,False,False,True,37.745,50.747,41.665,45.041,-10,0,1974.929,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,33,66.0,68.0,HOLD,hold,False,False,True,34.642,50.747,45.041,51.89,-8,0,1412.06,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_01_multi_glance_yaw_right_return,matrix_prompt_injected,34,68.0,70.0,HOLD,hold,False,False,True,37.357,50.747,51.89,54.84,-8,0,1493.852,True,0.0,0.0,0.0,01d2bdbd48e132ad74c284bc5fa44c5c,runs/huaiqiu_mcts_01_multi_glance_yaw_right_return/matrix_prompt_injected/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,0,0.0,2.0,HOLD,hold,False,False,True,1.032,16.333,0.0,1.032,0,0,1.958,True,0.0,0.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,1,2.0,4.0,HOLD,hold,False,False,True,1.692,16.333,1.032,1.93,0,0,4.306,True,0.0,0.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,2,4.0,6.0,HOLD,hold,False,True,False,34.991,16.333,1.93,34.796,4,2,2271.628,True,0.0,0.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,3,6.0,8.0,YAW_L,yaw,True,True,True,36.983,16.333,34.796,36.063,-10,0,2450.261,False,0.0,-45.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,4,8.0,10.0,HOLD,hold,False,False,True,1.468,16.333,36.063,36.178,0,0,3.768,False,0.0,-45.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,5,10.0,12.0,HOLD,hold,False,False,True,1.237,16.333,36.178,36.094,0,0,2.893,False,0.0,-45.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,6,12.0,14.0,HOLD,hold,False,True,False,39.134,16.333,36.094,37.703,10,-4,2692.818,False,0.0,-45.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,7,14.0,16.0,YAW_R,yaw,True,True,True,40.465,16.333,37.703,36.823,4,-2,2626.765,True,0.0,0.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,8,16.0,18.0,HOLD,hold,False,False,True,1.529,16.333,36.823,36.95,0,0,4.253,True,0.0,0.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,9,18.0,20.0,HOLD,hold,False,True,False,36.03,16.333,36.95,39.598,-2,-6,2076.87,True,0.0,0.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,10,20.0,22.0,BACK,translate,True,True,True,34.112,16.333,39.598,37.967,0,-4,1998.218,True,0.42,0.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
huaiqiu_mcts_02_multi_glance_yaw_left_return,matrix_game3,11,22.0,24.0,BACK,translate,True,True,True,34.009,16.333,37.967,39.561,-8,8,1683.458,True,0.84,0.0,0.0,0ff8538d21949bd042b3444423f9e428,runs/huaiqiu_mcts_02_multi_glance_yaw_left_return/matrix_game3/video.mp4
